targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp_obs,theta_asp_sun
3200 Phaethon (1983 TB),2017-Dec-19 10:00,2458106.916666667,14.6,0.15,,,341.43009,4.93432,341.65308,5.02916,-1142.65,-1144.02,232.6577,37.914,743.12,-539.38,245035.3,102401.9,78.878,1.3784772927,1.624,0.426,12.63,6.55,43.366,0.0592,279418.7,*,0.104592,,,,,244.67,-0.05,,,82.79,0.9975,0.969619380621,-29.7078939,0.0823910679085,17.6262606,0.685226,33.64645,32.1096,77.6163,/T,97.6257,65.6,1.1,4.755,64.703,59.653,10.12084,Peg,69.183577,345.0294152,11.837445,,,74.711927,-45.836844,19.5465357095,0.000354,0.039,0.036,0.045,0.028,-39.478,0.01,0.052,0.6507,3e-07,0.06,0.21,4e-06,215.1936,2.60160544,97.6245,34.4887,9.7283,75.65870239759936,139.9870572696278
3200 Phaethon (1983 TB),2017-Dec-19 12:00,2458107.0,14.6,0.15,,,340.80193,4.3052,341.02507,4.39965,-1109.89,-1122.02,258.7126,17.488,639.9,-658.9,242651.0,100139.9,79.146,3.3839532412,3.287,0.863,12.69,6.57,42.606,0.0594,276111.7,*,0.103511,,,,,244.67,-0.05,,,82.8317,0.9805,0.968188858579,-29.7409573,0.08325206613615,18.1359827,0.692386,33.68661,32.08757,76.6977,/T,98.505,63.7,1.3,4.7943,64.703,59.529,10.40119,Peg,69.18358,344.1922102,11.4972038,,,73.438867,-45.88149,21.5458075162,0.000354,0.038,0.035,0.044,0.027,-39.352,0.01,0.052,0.6679,3e-07,0.06,0.2,4e-06,215.2386,4.648948839,98.5037,34.0611,9.5434,75.21683692779483,140.00509797016463
3200 Phaethon (1983 TB),2017-Dec-19 14:00,2458107.083333333,14.6,0.15,,,340.193,3.68845,340.41631,3.78251,-1075.88,-1099.53,280.0218,-4.7568,638.04,-660.87,240329.2,97922.73,79.412,5.3894291889,999.0,,12.75,6.59,41.867,0.0595,272883.3,*,0.102424,,,,,244.68,-0.05,,,82.8734,0.9634,0.966756745621,-29.7740998,0.08413522410649,18.5442103,0.699731,33.72688,31.99718,75.8009,/T,99.3622,61.7,1.5,4.8339,64.716,59.419,10.67604,Peg,69.183583,343.3791504,11.1595643,,,72.195751,-45.915203,23.5450574041,0.000354,0.038,0.035,0.044,0.027,-39.235,0.01,0.051,0.685,3e-07,0.05,0.2,5e-06,215.2838,6.695008746,99.3608,33.6458,9.3553,74.79183745350032,140.0232027140302
3200 Phaethon (1983 TB),2017-Dec-19 16:00,2458107.166666667,14.6,0.15,,,339.60306,3.08428,339.82656,3.17795,-1043.64,-1076.82,303.5312,-25.491,726.29,-562.51,238069.7,95751.3,79.675,7.3949051357,999.0,,12.81,6.61,41.149,0.0596,269734.4,*,0.10134,,,,,244.71,-0.05,,,82.9153,0.9463,0.965323037426,-29.8073219,0.08503545033988,18.8468781,0.707218,33.76727,31.86223,74.9262,/T,100.1972,59.6,1.8,4.8736,64.741,59.322,10.94541,Peg,69.183586,342.5900717,10.8248768,,,70.983092,-45.938894,1.5443017507,0.000354,0.037,0.034,0.043,0.027,-39.127,0.01,0.051,0.702,3e-07,0.05,0.19,5e-06,215.3291,8.739801435,100.1957,33.2429,9.1644,74.3835589456789,140.0412760733063
3200 Phaethon (1983 TB),2017-Dec-19 18:00,2458107.25,14.6,0.15,,,339.03028,2.4927,339.254,2.58598,-1015.7,-1054.23,335.7904,-40.2859,872.89,-286.29,235867.4,93625.66,79.936,9.4003810815,999.0,,12.87,6.63,40.451,0.0597,266660.6,*,0.100264,,,,,244.74,-0.05,,,82.9574,0.9291,0.963887729696,-29.840624,0.08594809958734,19.0661373,0.714809,33.80778,31.71871,74.0724,/T,101.0116,57.6,2.1,4.913,64.776,59.236,11.20873,Aqr,69.183589,341.8232522,10.4939277,,,69.799562,-45.952441,3.5435583646,0.000354,0.037,0.034,0.043,0.026,-39.026,0.01,0.05,0.7188,3e-07,0.05,0.19,5e-06,215.3745,10.783448073,101.0099,32.8516,8.9713,73.99035527462418,140.05941745631046
3200 Phaethon (1983 TB),2017-Dec-19 20:00,2458107.333333333,14.6,0.15,,,338.47172,1.91357,338.69569,2.00647,-993.489,-1032.03,16.8607,-42.3167,902.06,173.71,233713.5,91545.08,80.193,11.4058570261,999.0,,12.93,6.65,39.77,0.0597,263653.3,*,0.099199,,,,,244.79,-0.05,,,82.9995,0.9119,0.96245081827,-29.8740064,0.08687011155337,19.2441134,0.722477,33.8484,31.60538,73.237,/T,101.8079,55.8,2.3,4.9521,64.822,59.161,11.46503,Aqr,69.183592,341.0758444,10.1677586,,,68.642558,-45.954916,5.5428417196,0.000354,0.037,0.033,0.042,0.026,-38.933,0.01,0.049,0.7355,3e-07,0.05,0.18,5e-06,215.4201,-11.173855684,101.8062,32.4706,8.7771,73.60952428205938,140.07752209232083
3200 Phaethon (1983 TB),2017-Dec-19 22:00,2458107.416666667,14.6,0.15,*,,337.9241,1.34663,338.14834,1.43914,-976.914,-1010.35,52.1994,-30.3217,767.35,505.01,231597.5,89508.3,80.445,13.4113329695,999.0,,12.99,6.67,39.104,0.0598,260702.0,*,0.098148,,,,,244.84,-0.05,,,83.0418,0.8946,0.961012299197,-29.9074696,0.08780070554008,19.4311447,0.730216,33.88914,31.55319,72.4172,/T,102.5891,54.0,2.6,4.9907,64.877,59.097,11.71322,Aqr,69.183594,340.3446059,9.8474255,,,67.509075,-45.945042,7.5421590813,0.000354,0.036,0.033,0.042,0.026,-38.847,0.01,0.049,0.752,3e-07,0.05,0.18,5e-06,215.4658,-9.131889705,102.5873,32.0986,8.5831,73.23802489417355,140.0956939698405
3200 Phaethon (1983 TB),2017-Dec-20 00:00,2458107.5,14.6,0.15,*,m,337.38456,0.7916,337.60911,0.88372,-964.458,-989.193,77.7706,-10.9815,668.62,629.87,229510.2,87513.91,80.691,15.4168089114,999.0,,13.05,6.68,38.45,0.0598,257797.2,*,0.097108,,,,,244.9,-0.05,,,83.0842,0.8773,0.959572168739,-29.9410139,0.08874144040703,19.6717994,0.73804,33.93,31.57651,71.6103,/T,103.3578,52.5,2.8,5.0289,64.939,59.044,11.95244,Aqr,69.183596,339.6267157,9.5337589,,,66.396617,-45.921746,9.5415085616,0.000354,0.036,0.032,0.041,0.025,-38.769,0.01,0.048,0.7685,3e-07,0.05,0.17,5e-06,215.5117,-7.090464825,103.356,31.7342,8.3901,72.87326260474771,140.1138306016016
3200 Phaethon (1983 TB),2017-Dec-20 02:00,2458107.583333333,14.6,0.15,*,m,336.85144,0.2482,337.0763,0.33994,-953.618,-968.421,99.8337,10.3809,663.3,635.33,227445.6,85560.71,80.932,17.4222848518,5.353,1.405,13.11,6.7,37.808,0.0598,254932.6,*,0.096075,,,,,244.97,-0.05,,,83.1267,0.8599,0.958130423316,-29.9746397,0.08969562583295,19.992541,0.745976,33.97098,31.66894,70.8146,/T,104.1157,51.1,3.0,5.0667,65.01,59.0,12.18226,Aqr,69.183598,338.9204498,9.227183,,,65.303907,-45.884657,11.5408796242,0.000354,0.035,0.032,0.041,0.025,-38.699,0.01,0.048,0.7849,3e-07,0.05,0.17,5e-06,215.5576,-5.049468545,104.1138,31.3767,8.1988,72.5137300270278,140.1320316604349
3200 Phaethon (1983 TB),2017-Dec-20 04:00,2458107.666666667,14.6,0.15,*,m,336.32456,-0.28372,336.54974,-0.19238,-941.625,-947.867,124.9718,30.1263,753.42,524.99,225402.4,83647.93,81.166,19.4277607905,1.985,0.521,13.17,6.72,37.176,0.0597,252106.9,*,0.095045,,,,,245.05,-0.05,,,83.1693,0.8424,0.956687059398,-30.0083474,0.09066725026099,20.3944566,0.754057,34.01208,31.80517,70.0297,/T,104.8628,49.7,3.2,5.1045,65.088,58.967,12.40289,Aqr,69.1836,338.2255328,8.9276362,,,64.231183,-45.834414,13.5402559068,0.000354,0.035,0.032,0.04,0.024,-38.636,0.01,0.047,0.8011,3e-07,0.05,0.17,5e-06,215.6037,-3.008888678,104.8608,31.0259,8.0091,72.15933247447755,140.15029684006706
3200 Phaethon (1983 TB),2017-Dec-20 06:00,2458107.75,14.6,0.15,*,m,335.80518,-0.80424,336.03069,-0.71329,-926.209,-927.4,159.9049,43.0916,893.51,210.44,223383.7,81775.34,81.396,21.4332367275,1.461,0.384,13.23,6.74,36.557,0.0596,249323.4,*,0.094016,,,,,245.13,-0.05,,,83.2121,0.8249,0.955242073382,-30.0421374,0.0916597250226,20.8530747,0.762311,34.0533,31.94826,69.2565,/T,105.598,48.4,3.3,5.1425,65.172,58.941,12.61515,Aqr,69.183601,337.5430759,8.6346086,,,63.180036,-45.772684,15.539619605,0.000354,0.035,0.031,0.04,0.024,-38.579,0.01,0.046,0.8172,3e-07,0.05,0.16,5e-06,215.65,-0.968809029,105.596,30.6822,7.8208,71.81131835342786,140.1685275149977
3200 Phaethon (1983 TB),2017-Dec-20 08:00,2458107.833333333,14.6,0.15,N,m,335.29556,-1.31341,335.52137,-1.22286,-906.221,-906.987,201.9243,42.2076,880.04,-259.46,221396.2,79943.01,81.621,23.4387126626,1.486,0.39,13.29,6.76,35.952,0.0596,246588.9,*,0.092986,,,,,245.22,-0.04,,,83.255,0.8074,0.953795461479,-30.07601,0.09267479580181,21.3253349,0.770753,34.09464,32.05991,68.4969,/T,106.3192,46.9,3.6,5.1809,65.264,58.924,12.82026,Aqr,69.183603,336.8751291,8.3472866,,,62.152847,-45.701894,17.5389562435,0.000354,0.034,0.031,0.039,0.024,-38.529,0.01,0.046,0.833,3e-07,0.04,0.16,6e-06,215.6964,1.07062123,106.3172,30.3467,7.6328,71.4718421382644,140.18672152307806
3200 Phaethon (1983 TB),2017-Dec-20 10:00,2458107.916666667,14.6,0.15,,,334.79819,-1.81127,335.0243,-1.72111,-881.92,-886.714,235.3951,28.0052,732.43,-551.55,219447.5,78151.08,81.842,1.4441885957,2.12,0.557,13.35,6.78,35.363,0.0594,243911.3,*,0.091957,,,,,245.32,-0.04,,,83.2981,0.7898,0.952347219653,-30.1099656,0.09371192595093,21.7617503,0.779378,34.1361,32.1106,67.7531,/T,107.0242,45.3,3.8,5.2196,65.362,58.914,13.01962,Aqr,69.183606,336.2239801,8.0647655,,,61.152018,-45.624736,19.5382585536,0.000354,0.034,0.03,0.039,0.023,-38.484,0.01,0.045,0.8486,3e-07,0.04,0.16,6e-06,215.7429,3.109235453,107.0221,30.0203,7.4445,71.14328787837285,140.20498002515873
3200 Phaethon (1983 TB),2017-Dec-20 12:00,2458108.0,14.6,0.15,,,334.31505,-2.29795,334.54145,-2.20818,-854.871,-866.754,259.4023,7.5422,641.21,-654.36,217544.3,76399.48,82.062,3.4496645268,7.132,1.872,13.41,6.79,34.791,0.0593,241297.3,*,0.090932,,,,,245.42,-0.04,,,83.3412,0.7721,0.950897343622,-30.1440047,0.09476832300291,22.1203241,0.788164,34.17769,32.08714,67.027,/T,107.7112,43.6,4.2,5.2588,65.467,58.911,13.21444,Aqr,69.183609,335.5914068,7.7862756,,,60.179215,-45.543593,21.5375284209,0.000354,0.033,0.03,0.038,0.023,-38.443,0.01,0.045,0.8639,3e-07,0.04,0.15,6e-06,215.7896,5.146900996,107.7089,29.7039,7.255,70.82754876772239,140.22329964311427
3200 Phaethon (1983 TB),2017-Dec-20 14:00,2458108.083333333,14.6,0.15,,,333.84701,-2.77368,334.07371,-2.68429,-827.473,-847.307,280.687,-14.5052,640.84,-653.63,215689.7,74687.65,82.28,5.4551404557,999.0,,13.47,6.81,34.237,0.0591,238749.9,*,0.089916,,,,,245.53,-0.04,,,83.3845,0.7544,0.949445828925,-30.1781276,0.09583959792865,22.378293,0.797074,34.2194,31.99591,66.3194,/T,108.3793,41.8,4.6,5.2982,65.577,58.913,13.4055,Aqr,69.183612,334.9780913,7.5113666,,,59.234856,-45.460037,23.5367763805,0.000354,0.033,0.03,0.038,0.023,-38.405,0.01,0.044,0.8788,3e-07,0.04,0.15,6e-06,215.8364,7.183559889,108.377,29.3978,7.0639,70.52545915665387,140.24158295463323
3200 Phaethon (1983 TB),2017-Dec-20 16:00,2458108.166666667,14.6,0.15,,,333.39353,-3.23879,333.62053,-3.14977,-802.279,-828.524,305.9604,-34.8353,737.3,-541.14,213882.7,73014.56,82.497,7.4606163823,999.0,,13.53,6.83,33.699,0.0589,236268.0,*,0.088912,,,,,245.65,-0.04,,,83.428,0.7367,0.947992671028,-30.2123348,0.09692086918739,22.5384317,0.806066,34.26123,31.86129,65.63,/T,109.0293,39.9,5.0,5.3377,65.693,58.921,13.59298,Aqr,69.183615,334.3833589,7.2400043,,,58.317971,-45.37455,1.5360187972,0.000354,0.032,0.029,0.037,0.022,-38.369,0.01,0.044,0.8934,3e-07,0.04,0.14,6e-06,215.8834,9.219247773,109.0269,29.1016,6.8714,70.23653444173424,140.25982936602333
3200 Phaethon (1983 TB),2017-Dec-20 18:00,2458108.25,14.6,0.15,,,332.95276,-3.69367,333.18009,-3.60502,-781.289,-810.448,343.1583,-48.0556,891.01,-202.81,212118.2,71378.76,82.712,9.4660923065,999.0,,13.59,6.85,33.178,0.0588,233845.8,*,0.087926,,,,,245.77,-0.04,,,83.4716,0.7188,0.946537865451,-30.2466266,0.0980080013927,22.6282234,0.815108,34.30319,31.71954,64.9572,/T,109.6629,38.1,5.5,5.3769,65.815,58.934,13.77646,Aqr,69.183618,333.8052993,6.9725606,,,57.426439,-45.286541,3.5352734866,0.000354,0.032,0.029,0.037,0.022,-38.336,0.01,0.043,0.9076,3e-07,0.04,0.14,6e-06,215.9305,11.254086598,109.6604,28.8145,6.6779,69.95907426265867,140.27823714635716
3200 Phaethon (1983 TB),2017-Dec-20 20:00,2458108.333333333,14.6,0.15,,,332.52205,-4.13869,332.74972,-4.0504,-765.42,-792.996,28.5052,-46.2395,862.44,299.8,210388.3,69778.71,82.925,11.4715682283,999.0,,13.64,6.86,32.669,0.0585,231475.0,*,0.086959,,,,,245.9,-0.04,,,83.5153,0.701,0.945081407873,-30.2810035,0.09909863461956,22.6922095,0.824178,34.34527,31.60933,64.2986,/T,110.2827,36.4,5.9,5.4157,65.94,58.952,13.95509,Aqr,69.183621,333.2412286,6.7096995,,,56.557541,-45.194647,5.5345549473,0.000354,0.032,0.028,0.037,0.022,-38.307,0.0,0.043,0.9216,3e-07,0.04,0.14,6e-06,215.9777,-10.711746174,110.2801,28.5352,6.4844,69.69059407586602,140.29650599471884
3200 Phaethon (1983 TB),2017-Dec-20 22:00,2458108.416666667,14.6,0.15,*,,332.09857,-4.57415,332.3266,-4.48622,-754.283,-775.98,62.6619,-30.9561,711.54,571.07,208684.1,68213.0,83.134,13.4770441475,999.0,,13.7,6.88,32.172,0.0583,229146.0,*,0.086009,,,,,246.03,-0.04,,,83.5591,0.683,0.943623294186,-30.3154659,0.1001927217539,22.7796863,0.833277,34.38747,31.56112,63.6517,/T,110.8913,34.7,6.3,5.454,66.071,58.975,14.12784,Aqr,69.183623,332.6883506,6.4521935,,,55.70863,-45.097241,7.533870481,0.000354,0.031,0.028,0.036,0.021,-38.281,0.0,0.042,0.9354,3e-07,0.04,0.13,6e-06,216.0251,-8.678062773,110.8887,28.2623,6.2917,69.42845296455411,140.31493557094228
3200 Phaethon (1983 TB),2017-Dec-21 00:00,2458108.5,14.6,0.15,*,m,331.68008,-5.00022,331.90848,-4.91265,-746.32,-759.169,86.7464,-10.3419,645.19,644.12,206998.2,66680.64,83.34,15.4825200641,999.0,,13.76,6.9,31.684,0.0581,226851.3,*,0.085075,,,,,246.16,-0.04,,,83.6031,0.6651,0.942163520487,-30.3500142,0.10129242863969,22.9311534,0.842423,34.42981,31.58856,63.0142,/T,111.491,33.3,6.7,5.4918,66.205,59.003,14.29385,Aqr,69.183625,332.1444343,6.2007133,,,54.877751,-44.992998,9.5332182375,0.000354,0.031,0.028,0.036,0.021,-38.259,0.0,0.041,0.9489,3e-07,0.04,0.13,6e-06,216.0726,-6.644712132,111.4883,27.9949,6.1008,69.17050863533359,140.33322640902935
3200 Phaethon (1983 TB),2017-Dec-21 02:00,2458108.583333333,14.6,0.15,*,m,331.26539,-5.41696,331.49418,-5.32975,-739.251,-742.37,108.6422,10.8402,676.09,610.54,205326.3,65181.13,83.54,17.4879959779,5.144,1.35,13.82,6.91,31.205,0.0579,224586.2,*,0.084154,,,,,246.3,-0.04,,,83.6472,0.647,0.940702083006,-30.3846488,0.10240142705033,23.1672267,0.851647,34.47227,31.68448,62.385,/T,112.0827,32.0,7.0,5.5293,66.342,59.036,14.45266,Aqr,69.183627,331.6083201,5.9556457,,,54.064024,-44.881371,11.5325877098,0.000354,0.031,0.027,0.035,0.021,-38.241,0.0,0.041,0.9623,3e-07,0.04,0.13,6e-06,216.1203,-4.61161601,112.08,27.7323,5.9122,68.91562048797742,140.35167714170504
3200 Phaethon (1983 TB),2017-Dec-21 04:00,2458108.666666667,14.6,0.15,*,m,330.85468,-5.82434,331.08385,-5.7375,-730.712,-725.494,134.6655,29.0309,788.53,454.62,203668.1,63714.43,83.736,19.4934718889,2.052,0.539,13.87,6.93,30.734,0.0577,222350.4,*,0.083241,,,,,246.44,-0.04,,,83.6914,0.6289,0.939238977996,-30.41937,0.1035237769154,23.4830593,0.860981,34.51486,31.82299,61.764,/T,112.6663,30.8,7.3,5.5667,66.482,59.074,14.6044,Aqr,69.183628,331.0801218,5.7169844,,,53.267711,-44.76284,13.5319625489,0.000354,0.03,0.027,0.035,0.02,-38.228,0.0,0.04,0.9755,3e-07,0.03,0.13,7e-06,216.1681,-2.578784562,112.6636,27.4746,5.7258,68.66387106862231,140.37008744901814
3200 Phaethon (1983 TB),2017-Dec-21 06:00,2458108.75,14.6,0.15,*,m,330.4493,-6.22234,330.67883,-6.13587,-718.902,-708.599,169.4997,38.9538,902.99,107.42,202027.3,62280.68,83.928,21.498947797,1.587,0.417,13.93,6.95,30.272,0.0574,220147.6,*,0.082336,,,,,246.58,-0.04,,,83.7358,0.6108,0.937774201607,-30.4541783,0.10466270724272,23.8498121,0.870453,34.55758,31.9669,61.1521,/T,113.2407,29.6,7.5,5.6042,66.626,59.116,14.74978,Aqr,69.18363,330.5610745,5.4843198,,,52.489946,-44.638879,15.531324944,0.000354,0.03,0.027,0.035,0.02,-38.218,0.0,0.04,0.9885,3e-07,0.03,0.12,7e-06,216.2161,-0.546307614,113.238,27.2223,5.5415,68.41645254395415,140.38845756334572
3200 Phaethon (1983 TB),2017-Dec-21 08:00,2458108.833333333,14.6,0.15,N,m,330.05135,-6.61099,330.28122,-6.52488,-703.06,-691.879,207.4875,35.2856,852.96,-312.51,200409.9,60879.96,84.116,23.504423702,1.727,0.453,13.99,6.96,29.822,0.0571,217983.8,*,0.081435,,,,,246.72,-0.04,,,83.7803,0.5926,0.936307749785,-30.4890741,0.10581963338728,24.2227704,0.880075,34.60043,32.07808,60.5511,/T,113.8039,28.3,7.8,5.642,66.772,59.162,14.88993,Aqr,69.183632,330.0530791,5.2569306,,,51.732233,-44.511632,17.5306603952,0.000354,0.029,0.026,0.034,0.02,-38.211,0.0,0.039,1.0013,3e-07,0.03,0.12,7e-06,216.2642,1.485675628,113.8011,26.9764,5.3584,68.1752570637383,140.406886401943
3200 Phaethon (1983 TB),2017-Dec-21 10:00,2458108.916666667,14.6,0.15,,,329.663,-6.99047,329.8932,-6.90472,-683.652,-675.608,237.3637,20.2061,714.68,-559.09,198822.5,59511.98,84.302,1.5098996039,2.869,0.753,14.04,6.98,29.384,0.0569,215865.6,*,0.080542,,,,,246.87,-0.04,,,83.825,0.5743,0.934839618225,-30.5240578,0.10699368260977,24.5538416,0.889839,34.6434,32.12751,59.9627,/T,114.3541,26.9,8.2,5.6803,66.921,59.211,15.02614,Aqr,69.183634,329.5580739,5.0339527,,,50.995869,-44.383411,19.5299615981,0.000354,0.029,0.026,0.034,0.02,-38.205,0.0,0.039,1.0137,3e-07,0.03,0.12,7e-06,216.3125,3.517019667,114.3512,26.7377,5.1757,67.94228797104064,140.42537400601
3200 Phaethon (1983 TB),2017-Dec-21 12:00,2458109.0,14.6,0.15,,,329.28586,-7.36111,329.51639,-7.27571,-662.206,-660.058,260.0672,-0.2744,630.55,-650.99,197270.6,58175.92,84.486,3.5153755027,34.416,9.034,14.1,7.0,28.959,0.0566,213797.9,*,0.079657,,,,,247.02,-0.04,,,83.8698,0.556,0.933369802385,-30.5591299,0.10818185768439,24.8049356,0.899721,34.68651,32.10268,59.3883,/T,114.8898,25.4,8.7,5.7189,67.073,59.262,15.1596,Aqr,69.183637,329.0774146,4.8145821,,,50.281441,-44.25614,21.5292304003,0.000354,0.029,0.026,0.033,0.019,-38.2,0.0,0.039,1.0259,3e-07,0.03,0.11,7e-06,216.3609,5.54761647,114.8868,26.5068,4.9927,67.71905863644375,140.44381947991414
3200 Phaethon (1983 TB),2017-Dec-21 14:00,2458109.083333333,14.6,0.15,,,328.92052,-7.72335,329.15135,-7.63829,-640.87,-645.411,281.4072,-22.1652,632.57,-647.49,195756.3,56870.42,84.669,5.5208513981,999.0,,14.15,7.01,28.547,0.0563,211782.4,*,0.078785,,,,,247.18,-0.04,,,83.9147,0.5376,0.931898297561,-30.5942907,0.10937978995302,24.9584965,0.909684,34.72975,32.01071,58.8284,/T,115.4108,23.8,9.2,5.7578,67.227,59.315,15.29103,Aqr,69.18364,328.6114315,4.5982582,,,49.588562,-44.130909,23.5284773069,0.000354,0.028,0.025,0.033,0.019,-38.194,0.0,0.038,1.0377,3e-07,0.03,0.11,7e-06,216.4095,7.57742783,115.4078,26.2839,4.8089,67.5061414567974,140.4623224873751
3200 Phaethon (1983 TB),2017-Dec-21 16:00,2458109.166666667,14.6,0.15,,,328.56628,-8.07773,328.79744,-7.993,-621.802,-631.695,308.4792,-42.1145,739.95,-519.53,194278.4,55593.75,84.851,7.5263272902,999.0,,14.21,7.03,28.148,0.056,209817.0,*,0.077928,,,,,247.33,-0.04,,,83.9598,0.5191,0.930425099002,-30.6295407,0.11058286987789,25.0222939,0.91969,34.77313,31.87658,58.2825,/T,115.9179,22.1,9.8,5.7966,67.384,59.371,15.42063,Aqr,69.183644,328.1592839,4.3847825,,,48.915886,-44.007757,1.527718669,0.000354,0.028,0.025,0.033,0.019,-38.188,0.0,0.038,1.0493,3e-07,0.03,0.11,7e-06,216.4583,9.606497752,115.9148,26.0685,4.6243,67.30298574444514,140.48088277742605
3200 Phaethon (1983 TB),2017-Dec-21 18:00,2458109.25,14.6,0.15,,,328.22142,-8.42473,328.45292,-8.34032,-606.588,-618.767,350.8332,-53.6535,895.84,-114.17,192831.8,54344.14,85.033,9.531803179,999.0,,14.26,7.05,27.761,0.0557,207896.2,*,0.077088,,,,,247.49,-0.03,,,84.005,0.5006,0.928950202032,-30.6648804,0.1117874408425,25.0272107,0.929708,34.81663,31.73682,57.749,/T,116.4128,20.4,10.5,5.8352,67.543,59.428,15.548,Cap,69.183647,327.7191402,4.1743426,,,48.261397,-43.885745,3.5269723078,0.000354,0.028,0.025,0.032,0.018,-38.183,0.0,0.037,1.0605,3e-07,0.03,0.11,7e-06,216.5071,11.634942099,116.4097,25.8597,4.4392,67.10804353729274,140.49939973346312
3200 Phaethon (1983 TB),2017-Dec-21 20:00,2458109.333333333,14.6,0.15,,,327.88356,-8.7647,328.1154,-8.68061,-595.818,-606.346,38.7763,-48.2661,808.84,399.49,191409.6,53120.06,85.213,11.5372790641,999.0,,14.32,7.06,27.382,0.0554,206012.3,*,0.076266,,,,,247.65,-0.03,,,84.0504,0.4821,0.927473602146,-30.7003101,0.11299172778433,25.0187061,0.939724,34.86028,31.62996,57.2256,/T,116.898,18.7,11.1,5.8734,67.703,59.488,15.67231,Cap,69.183649,327.2886268,3.9674374,,,47.622862,-43.763284,5.526252746,0.000354,0.027,0.024,0.032,0.018,-38.178,0.0,0.037,1.0716,3e-07,0.03,0.1,7e-06,216.5562,-10.337081143,116.8948,25.6564,4.2543,66.91916097077042,140.51787290746572
3200 Phaethon (1983 TB),2017-Dec-21 22:00,2458109.416666667,14.6,0.15,*,,327.5503,-9.09783,327.78251,-9.01407,-588.954,-594.093,70.9473,-30.7215,664.06,609.23,190004.5,51920.51,85.391,13.5427549458,999.0,,14.37,7.08,27.011,0.0551,204157.5,*,0.075462,,,,,247.81,-0.03,,,84.0959,0.4634,0.925995295051,-30.7358304,0.11419624782153,25.0443365,0.949741,34.90405,31.58598,56.7104,/T,117.3756,17.2,11.7,5.911,67.866,59.55,15.79257,Cap,69.183652,326.8654147,3.7647238,,,46.998339,-43.638635,7.5255673208,0.000354,0.027,0.024,0.031,0.018,-38.175,0.0,0.036,1.0824,3e-07,0.03,0.1,7e-06,216.6054,-8.309412386,117.3724,25.4574,4.0704,66.73412167295481,140.53650187070966
3200 Phaethon (1983 TB),2017-Dec-22 00:00,2458109.5,14.6,0.15,*,,327.21983,-9.42413,327.45242,-9.34069,-584.495,-581.702,93.7865,-9.5273,629.11,644.01,188610.3,50745.12,85.566,15.5482308237,999.0,,14.42,7.09,26.647,0.0548,202325.4,*,0.074672,,,,,247.98,-0.03,,,84.1416,0.4448,0.924515276648,-30.7714415,0.1154035930354,25.1407546,0.959782,34.94796,31.61777,56.2015,/T,117.8473,15.8,12.2,5.9481,68.031,59.615,15.90791,Cap,69.183654,326.4477825,3.5668249,,,46.386572,-43.510434,9.5249142199,0.000354,0.027,0.024,0.031,0.018,-38.174,0.0,0.036,1.0932,3e-07,0.03,0.1,7e-06,216.6547,-6.281930606,117.8441,25.2619,3.8884,66.55119420179393,140.55498597735715
