targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp
3200 Phaethon (1983 TB),2013-Feb-04 07:24:50.499,2456327.808917813,14.6,0.15,,,20.54208,22.04551,20.72267,22.11514,32.17537,-3.22233,,,,,216542.8,137735.3,59.733,,999,,19.59,6.96,96.003,0.0001,260164.7,*,0.00344,,,,,243.57,0.0,,,50.9316,12.9877,2.396668896465,-1.2825528,2.50538481580444,24.542741,20.83665,6.51642,29.47391,72.268,/T,23.0668,149.8,41.9,84.664,63.543,263.564,6.58928,Psc,67.18487,27.4704749,12.4174788,,,132.274989,-40.267814,,0.0,0.005,0.005,0.006,0.004,45.478,0.0,0.007,3.2224,4e-07,0.01,0.03,2.1e-05,181.4253,,23.0652,39.0944,12.9678,78.55930911844759
3200 Phaethon (1983 TB),2011-Aug-31 07:24:50.499,2455804.808917813,14.6,0.15,,,73.38792,36.00548,73.58772,36.02281,20.09823,11.23626,,,,,-304824.0,98253.12,305.347,,999,,19.48,7.0,95.455,0.0002,293009.9,*,0.003699,,,,,85.43,0.0,,,50.9588,12.9773,2.39633567092,-1.3253399,2.32955878737914,-27.1688716,19.37435,6.52414,29.2394,81.3916,/L,24.618,112.2,7.1,73.9915,265.347,287.276,-8.94323,Aur,66.182657,76.4159399,13.3560411,,,167.916656,-4.944157,,0.0,0.006,0.004,0.006,0.004,23.634,0.0,0.007,6.499,5e-07,0.01,0.02,4.3e-05,181.4724,,24.6188,63.5934,13.4823,78.54836901552324
3200 Phaethon (1983 TB),2013-Feb-05 07:24:50.499,2456328.808917813,14.6,0.15,,,20.77514,22.02547,20.95582,22.09496,32.63423,-2.82709,,,,,214191.7,136573.5,59.501,,999,,19.6,6.96,96.037,0.0001,257272.0,*,0.00342,,,,,243.46,0.0,,,51.0176,12.9601,2.395905306442,-1.3619171,2.519507505331,24.3614064,20.954105,6.53452,29.49407,71.4644,/T,22.9669,136.4,30.9,85.5675,63.428,263.807,6.64899,Psc,67.184895,27.6671135,12.3166181,,,132.558594,-40.253482,,0.0,0.005,0.005,0.006,0.004,45.365,0.0,0.007,3.2126,4e-07,0.01,0.03,2.1e-05,181.5135,,22.9651,39.2342,12.8998,78.52091690892652
3200 Phaethon (1983 TB),2011-Sep-01 07:24:50.499,2455805.808917813,14.6,0.15,,,73.55063,36.0807,73.75071,36.09785,19.39756,11.27516,,,,,-307765.0,99822.51,305.515,,999,,19.46,7.0,95.435,0.0002,295901.5,*,0.003724,,,,,85.31,0.0,,,51.0448,12.9498,2.395547225352,-1.4047393,2.31383166463344,-27.2920251,19.243551,6.54277,29.22762,82.1949,/L,24.6736,126.4,14.5,73.1326,265.223,287.269,-9.05091,Aur,66.182641,76.559352,13.4154417,,,167.940869,-4.79446,,0.0,0.006,0.004,0.006,0.004,23.51,0.0,0.007,6.4948,5e-07,0.01,0.02,4.3e-05,181.5606,,24.6743,63.7057,13.5,78.50990139575983
3200 Phaethon (1983 TB),2013-Feb-06 07:24:50.499,2456329.808917813,14.6,0.15,,,21.01143,22.00803,21.19221,22.07739,33.08477,-2.44022,,,,,211853.8,135404.6,59.272,,999,,19.6,6.96,96.072,0.0001,254392.6,*,0.003401,,,,,243.35,0.0,,,51.1036,12.9325,2.39509586897,-1.4413303,2.53352386489649,24.1745125,21.070675,6.55367,29.51432,70.6646,/T,22.8632,122.6,20.7,86.471,63.315,264.052,6.70629,Psc,67.184919,27.8676518,12.2171716,,,132.845397,-40.235052,,0.0,0.005,0.005,0.006,0.004,45.252,0.0,0.007,3.2025,4e-07,0.01,0.03,2.1e-05,181.6018,,22.8614,39.376,12.8325,78.48251386866566
3200 Phaethon (1983 TB),2011-Sep-02 07:24:50.499,2455806.808917813,14.6,0.15,,,73.70766,36.15618,73.90804,36.17315,18.68186,11.31537,,,,,-310716.0,101400.8,305.679,,999,,19.45,7.01,95.416,0.0002,298810.3,*,0.00375,,,,,85.18,0.0,,,51.1309,12.9222,2.39471290381,-1.4841893,2.29803512735755,-27.4092468,19.112175,6.56244,29.21523,83.0029,/L,24.7248,140.2,23.8,72.2735,265.095,287.257,-9.15772,Aur,66.182626,76.6979565,13.4757923,,,167.961655,-4.648241,,0.0,0.006,0.004,0.006,0.004,23.386,0.0,0.007,6.4897,5e-07,0.01,0.02,4.3e-05,181.6489,,24.7254,63.8156,13.5181,78.47142716191416
3200 Phaethon (1983 TB),2013-Feb-07 07:24:50.499,2456330.808917813,14.6,0.15,,,21.2509,21.99314,21.43179,22.06237,33.52696,-2.06165,,,,,209528.7,134228.9,59.045,,999,,19.61,6.95,96.109,0.0001,251526.4,*,0.003383,,,,,243.24,0.0,,,51.1897,12.9048,2.394240554878,-1.5207953,2.5474306665791,23.9820056,21.186335,6.57385,29.53455,69.8685,/T,22.756,108.6,12.1,87.3744,63.204,264.299,6.76119,Psc,67.184942,28.0720061,12.1191175,,,133.135275,-40.212554,,0.0,0.005,0.005,0.006,0.004,45.138,0.0,0.007,3.1922,4e-07,0.01,0.03,2.1e-05,181.6902,,22.7541,39.5198,12.7657,78.44410429524623
3200 Phaethon (1983 TB),2011-Sep-03 07:24:50.499,2455807.808917813,14.6,0.15,,,73.85886,36.23193,74.05955,36.24872,17.95102,11.35688,,,,,-313677.0,102987.7,305.841,,999,,19.43,7.01,95.399,0.0002,301736.6,*,0.003776,,,,,85.05,0.0,,,51.217,12.8945,2.393832676234,-1.5636928,2.28217258032656,-27.520614,18.980251,6.58314,29.20238,83.8157,/L,24.7714,153.0,34.3,71.414,264.963,287.239,-9.26361,Aur,66.182611,76.8316523,13.5370978,,,167.978965,-4.505585,,0.0,0.006,0.004,0.006,0.004,23.262,0.0,0.007,6.4838,5e-07,0.01,0.02,4.3e-05,181.7372,,24.7719,63.9231,13.5365,78.43301416770251
3200 Phaethon (1983 TB),2013-Feb-08 07:24:50.499,2456331.808917813,14.6,0.15,,,21.49349,21.98076,21.67448,22.04985,33.96071,-1.69132,,,,,207216.0,133046.8,58.822,,999,,19.62,6.95,96.146,0.0001,248673.4,*,0.003365,,,,,243.13,0.0,,,51.2758,12.877,2.393339333317,-1.6003151,2.56122466276478,23.7838745,21.301056,6.59507,29.55461,69.0759,/T,22.6451,94.4,5.6,88.2778,63.095,264.547,6.81372,Psc,67.184966,28.2800917,12.0224342,,,133.428102,-40.186016,,0.0,0.005,0.005,0.006,0.004,45.022,0.0,0.007,3.1816,4e-07,0.01,0.03,2.1e-05,181.7786,,22.6432,39.6655,12.6997,78.40575605072803
3200 Phaethon (1983 TB),2011-Sep-04 07:24:50.499,2455808.808917813,14.6,0.15,,,74.0041,36.30796,74.20512,36.32458,17.20478,11.39964,,,,,-316649.0,104582.9,306.001,,999,,19.42,7.01,95.384,0.0002,304680.7,*,0.003803,,,,,84.91,0.0,,,51.3032,12.8668,2.392906510887,-1.6432526,2.26624737862004,-27.626217,18.847805,6.60486,29.1892,84.6335,/L,24.8133,163.5,45.4,70.5543,264.826,287.217,-9.36854,Aur,66.182596,76.9603322,13.5993631,,,167.992752,-4.366577,,0.0,0.006,0.004,0.006,0.004,23.138,0.0,0.007,6.477,5e-07,0.01,0.02,4.3e-05,181.8256,,24.8137,64.028,13.5553,78.39452289434034
3200 Phaethon (1983 TB),2013-Feb-09 07:24:50.499,2456332.808917813,14.6,0.15,,,21.73916,21.97081,21.92023,22.03977,34.38586,-1.32923,,,,,204915.1,131858.3,58.601,,999,,19.63,6.95,96.184,0.0001,245833.4,*,0.003347,,,,,243.02,0.0,,,51.362,12.8493,2.392392171749,-1.6798926,2.57490261605438,23.580168,21.414812,6.6173,29.57444,68.2871,/T,22.5308,80.3,1.5,89.181,62.989,264.796,6.86391,Psc,67.184989,28.4918252,11.927101,,,133.723751,-40.155467,,0.0,0.005,0.005,0.006,0.004,44.907,0.0,0.007,3.171,4e-07,0.01,0.03,2.1e-05,181.867,,22.5288,39.8132,12.6342,78.36725772112982
3200 Phaethon (1983 TB),2011-Sep-05 07:24:50.499,2455809.808917813,14.6,0.15,,,74.14324,36.38427,74.3446,36.40073,16.44275,11.44363,,,,,-319631.0,106186.2,306.159,,999,,19.4,7.01,95.37,0.0002,307642.8,*,0.00383,,,,,84.77,0.0,,,51.3894,12.8391,2.391934374353,-1.7228717,2.25026282721978,-27.7261361,18.714865,6.62761,29.17581,85.4563,/L,24.8505,166.1,56.4,69.6943,264.684,287.189,-9.47248,Aur,66.182581,77.0838841,13.6625932,,,168.002967,-4.231307,,0.0,0.006,0.004,0.006,0.004,23.013,0.0,0.007,6.4695,5e-07,0.01,0.02,4.3e-05,181.9141,,24.8508,64.1303,13.5744,78.35602123036011
3200 Phaethon (1983 TB),2013-Feb-10 07:24:50.499,2456333.808917813,14.6,0.15,,,21.98783,21.96326,22.16898,22.03206,34.8023,-0.97537,,,,,202625.7,130663.8,58.383,,999,,19.63,6.94,96.224,0.0001,243006.4,*,0.003329,,,,,242.92,0.0,,,51.4482,12.8214,2.391399035944,-1.7595306,2.58846133630893,23.3710011,21.527576,6.64056,29.59399,67.5018,/T,22.4131,66.4,0.2,90.084,62.885,265.047,6.91177,Psc,67.185012,28.7071262,11.8330974,,,134.022096,-40.120939,,0.0,0.005,0.005,0.006,0.003,44.79,0.0,0.007,3.1602,4e-07,0.01,0.03,2.1e-05,181.9556,,22.411,39.9627,12.5694,78.32889287628412
3200 Phaethon (1983 TB),2011-Sep-06 07:24:50.499,2455810.808917813,14.6,0.15,,,74.27614,36.46086,74.47783,36.47719,15.66443,11.48877,,,,,-322624.0,107797.2,306.314,,999,,19.39,7.01,95.358,0.0002,310623.3,*,0.003857,,,,,84.62,0.0,,,51.4756,12.8113,2.390916231529,-1.802553,2.23422219099211,-27.8204284,18.581459,6.65137,29.16231,86.2843,/L,24.8828,158.4,66.9,68.834,264.537,287.157,-9.5754,Aur,66.182567,77.2021916,13.7267933,,,168.009557,-4.099862,,0.0,0.006,0.004,0.006,0.004,22.889,0.0,0.007,6.461,5e-07,0.01,0.02,4.3e-05,182.0026,,24.8831,64.23,13.5939,78.31758121137968
3200 Phaethon (1983 TB),2013-Feb-11 07:24:50.499,2456334.808917813,14.6,0.15,,,22.23945,21.95804,22.42066,22.02669,35.20994,-0.62975,,,,,200347.4,129463.4,58.169,,999,,19.64,6.94,96.264,0.0001,240192.1,*,0.003312,,,,,242.82,0.0,,,51.5345,12.7935,2.390359889975,-1.8392322,2.60189771788205,23.1565491,21.639323,6.66482,29.61327,66.72,/T,22.292,52.8,1.5,90.9868,62.782,265.299,6.95733,Psc,67.185035,28.9259184,11.740403,,,134.323007,-40.082463,,0.0,0.005,0.005,0.006,0.003,44.673,0.0,0.007,3.1494,4e-07,0.01,0.03,2.1e-05,182.0442,,22.2898,40.1141,12.5052,78.29045008545081
3200 Phaethon (1983 TB),2011-Sep-07 07:24:50.499,2455811.808917813,14.6,0.15,,,74.40264,36.53776,74.60466,36.55396,14.86926,11.53498,,,,,-325628.0,109415.6,306.467,,999,,19.37,7.01,95.348,0.0002,313622.6,*,0.003885,,,,,84.47,0.0,,,51.562,12.7834,2.389852045619,-1.8822995,2.21812871011129,-27.9091218,18.447614,6.67614,29.14874,87.1174,/L,24.9102,147.4,76.3,67.9735,264.384,287.119,-9.67724,Aur,66.182553,77.3151354,13.7919689,,,168.012469,-3.972335,,0.0,0.006,0.004,0.006,0.004,22.765,0.0,0.007,6.4518,5e-07,0.01,0.02,4.3e-05,182.0913,,24.9104,64.327,13.6136,78.27906738766309
3200 Phaethon (1983 TB),2013-Feb-12 07:24:50.499,2456335.808917813,14.6,0.15,,,22.49396,21.9551,22.67523,22.02358,35.6088,-0.29236,,,,,198079.7,128257.4,57.957,,999,,19.65,6.93,96.305,0.0001,237390.6,*,0.003295,,,,,242.71,0.0,,,51.6209,12.7656,2.38927469621,-1.9190003,2.61520876947291,22.937029,21.750028,6.69009,29.63235,65.9418,/T,22.1676,39.7,5.2,91.8894,62.681,265.552,7.00061,Psc,67.185057,29.1481285,11.6489976,,,134.626356,-40.040073,,0.0,0.005,0.005,0.006,0.003,44.555,0.0,0.007,3.1385,4e-07,0.01,0.03,2.1e-05,182.1329,,22.1654,40.2673,12.4415,78.25192946642095
3200 Phaethon (1983 TB),2011-Sep-08 07:24:50.499,2455812.808917813,14.6,0.15,,,74.52259,36.61496,74.72493,36.63104,14.05661,11.58216,,,,,-328643.0,111041.2,306.618,,999,,19.36,7.01,95.34,0.0002,316641.0,*,0.003913,,,,,84.31,0.0,,,51.6483,12.7555,2.38874177813,-1.9621141,2.20198561730218,-27.9922142,18.313356,6.70191,29.13513,87.9558,/L,24.9326,135.6,84.4,67.1127,264.227,287.075,-9.77798,Aur,66.18254,77.4225936,13.8581254,,,168.011648,-3.848823,,0.0,0.006,0.004,0.006,0.004,22.641,0.0,0.008,6.4416,5e-07,0.01,0.02,4.3e-05,182.18,,24.9327,64.4213,13.6337,78.24061137042098
3200 Phaethon (1983 TB),2013-Feb-13 07:24:50.499,2456336.808917813,14.6,0.15,,,22.7513,21.95439,22.93264,22.0227,35.999,0.036845,,,,,195822.3,127046.1,57.749,,999,,19.65,6.93,96.347,0.0001,234601.6,*,0.003279,,,,,242.62,0.0,,,51.7073,12.7376,2.388143415309,-1.9988378,2.62839163160668,22.7126763,21.859667,6.71635,29.65135,65.1671,/T,22.0401,27.2,10.9,92.7917,62.582,265.805,7.04165,Psc,67.185079,29.3736853,11.558861,,,134.932017,-39.993803,,0.0,0.005,0.005,0.006,0.003,44.436,0.0,0.007,3.1277,4e-07,0.01,0.03,2.1e-05,182.2217,,22.0377,40.4222,12.3785,78.21347082863653
3200 Phaethon (1983 TB),2011-Sep-09 07:24:50.499,2455813.808917813,14.6,0.15,,,74.63584,36.69247,74.83847,36.70844,13.2258,11.63016,,,,,-331670.0,112673.6,306.767,,999,,19.34,7.0,95.334,0.0002,319678.8,*,0.003942,,,,,84.15,0.0,,,51.7348,12.7276,2.38758538886,-2.0419998,2.18579615496937,-28.0696745,18.178712,6.72867,29.12151,88.7997,/L,24.9497,123.7,91.0,66.2517,264.063,287.027,-9.87757,Aur,66.182527,77.5244421,13.925268,,,168.007034,-3.729422,,0.0,0.006,0.004,0.006,0.004,22.517,0.0,0.008,6.4307,5e-07,0.01,0.02,4.3e-05,182.2688,,24.9498,64.5127,13.6542,78.20200989494693
3200 Phaethon (1983 TB),2013-Feb-14 07:24:50.499,2456337.808917813,14.6,0.15,,,23.01142,21.95584,23.19282,22.02398,36.38074,0.357945,,,,,193574.7,125829.7,57.544,,999,,19.66,6.92,96.39,0.0001,231825.1,*,0.003262,,,,,242.52,0.0,,,51.7937,12.7096,2.386966006215,-2.0787478,2.64144358105289,22.4837244,21.968216,6.7436,29.67039,64.3959,/T,21.9094,16.0,18.2,93.6936,62.485,266.059,7.08046,Psc,67.185101,29.6025182,11.4699729,,,135.239863,-39.943686,,0.0,0.005,0.005,0.006,0.003,44.317,0.0,0.007,3.1169,4e-07,0.01,0.03,2.1e-05,182.3106,,21.907,40.5789,12.316,78.17500243821384
3200 Phaethon (1983 TB),2011-Sep-10 07:24:50.499,2455814.808917813,14.6,0.15,,,74.74221,36.77029,74.94513,36.78616,12.37615,11.67882,,,,,-334710.0,114312.6,306.914,,999,,19.32,7.0,95.33,0.0002,322736.6,*,0.003972,,,,,83.98,0.0,,,51.8213,12.6995,2.386382835892,-2.1219596,2.16956359151354,-28.1414441,18.04371,6.75641,29.10785,89.649,/L,24.9617,111.8,95.8,65.3904,263.893,286.972,-9.97597,Aur,66.182514,77.6205544,13.9934022,,,167.998568,-3.614236,,0.0,0.006,0.004,0.006,0.004,22.393,0.0,0.008,6.4188,5e-07,0.01,0.02,4.3e-05,182.3576,,24.9616,64.6013,13.6749,78.16354245172987
3200 Phaethon (1983 TB),2013-Feb-15 07:24:50.499,2456338.808917813,14.6,0.15,,,23.27425,21.95941,23.45574,22.02737,36.75428,0.67104,,,,,191336.6,124608.4,57.342,,999,,19.66,6.92,96.433,0.0001,229060.9,*,0.003247,,,,,242.42,0.0,,,51.8803,12.6815,2.385742426146,-2.1587332,2.65436202516115,22.2503906,22.075656,6.77183,29.68961,63.628,/T,21.7756,9.562,26.5,94.5952,62.389,266.314,7.11706,Psc,67.185122,29.8345567,11.382313,,,135.549773,-39.889759,,0.0,0.005,0.005,0.006,0.003,44.197,0.0,0.007,3.1062,4e-07,0.01,0.03,2.1e-05,182.3996,,21.7732,40.7373,12.2542,78.13646065437142
3200 Phaethon (1983 TB),2011-Sep-11 07:24:50.499,2455815.808917813,14.6,0.15,,,74.84152,36.84843,75.04472,36.8642,11.50692,11.72795,,,,,-337761.0,115957.8,307.06,,999,,19.31,7.0,95.327,0.0002,325814.6,*,0.004002,,,,,83.8,0.0,,,51.9078,12.6715,2.385134075585,-2.2019964,2.15329123673171,-28.2074385,17.908377,6.78513,29.09413,90.5041,/L,24.9682,100.0,98.7,64.5289,263.717,286.913,-10.07312,Aur,66.182502,77.7108008,14.0625329,,,167.986186,-3.503371,,0.0,0.006,0.005,0.006,0.004,22.269,0.0,0.008,6.4061,5e-07,0.01,0.02,4.3e-05,182.4466,,24.9681,64.687,13.696,78.1249935579731
3200 Phaethon (1983 TB),2013-Feb-16 07:24:50.499,2456339.808917813,14.6,0.15,,,23.53975,21.96505,23.72133,22.03283,37.11991,0.976252,,,,,189107.5,123382.4,57.144,,999,,19.67,6.91,96.477,0.0001,226308.8,*,0.003231,,,,,242.33,0.0,,,51.9669,12.6533,2.384472630592,-2.238797,2.66714449067977,22.0128707,22.181964,6.80103,29.70914,62.8636,/T,21.6389,15.0,35.6,95.4964,62.294,266.569,7.15148,Psc,67.185143,30.0697305,11.2958607,,,135.861627,-39.832057,,0.0,0.005,0.005,0.006,0.003,44.077,0.0,0.007,3.0957,4e-07,0.01,0.03,2.1e-05,182.4887,,21.6364,40.8973,12.1929,78.09798124532881
3200 Phaethon (1983 TB),2011-Sep-12 07:24:50.499,2455816.808917813,14.6,0.15,,,74.93361,36.9269,75.13708,36.94256,10.61739,11.77734,,,,,-340826.0,117609.0,307.203,,999,,19.29,7.0,95.327,0.0002,328913.3,*,0.004033,,,,,83.62,0.0,,,51.9945,12.6433,2.383839062562,-2.2821132,2.13698245630265,-28.2675489,17.772741,6.81482,29.08029,91.3648,/L,24.9692,88.3,99.8,63.6671,263.534,286.848,-10.16899,Aur,66.18249,77.7950479,14.1326646,,,167.969823,-3.396937,,0.0,0.006,0.005,0.006,0.004,22.146,0.0,0.008,6.3925,5e-07,0.01,0.02,4.3e-05,182.5357,,24.969,64.7697,13.7174,78.0864432918615
3200 Phaethon (1983 TB),2013-Feb-17 07:24:50.499,2456340.808917813,14.6,0.15,,,23.80786,21.97269,23.98954,22.0403,37.47794,1.273718,,,,,186887.2,122152.1,56.949,,999,,19.67,6.91,96.522,0.0001,223568.8,*,0.003216,,,,,242.24,0.0,,,52.0535,12.6251,2.383156573299,-2.3189423,2.67978861122849,21.7713394,22.287122,6.83119,29.72911,62.1024,/T,21.4993,25.1,45.0,96.3971,62.201,266.824,7.18375,Psc,67.185164,30.3079698,11.2105958,,,136.175308,-39.770613,,0.0,0.005,0.005,0.006,0.003,43.957,0.0,0.007,3.0853,4e-07,0.01,0.03,2.1e-05,182.5778,,21.4967,41.059,12.1321,78.05949248779399
3200 Phaethon (1983 TB),2011-Sep-13 07:24:50.499,2455817.808917813,14.6,0.15,,,75.01829,37.00568,75.22202,37.02125,9.706817,11.82672,,,,,-343904.0,119265.8,307.345,,999,,19.27,7.0,95.329,0.0002,332033.2,*,0.004064,,,,,83.43,0.0,,,52.0812,12.6151,2.382497749704,-2.3623132,2.1206406852379,-28.3216444,17.636831,6.84547,29.06629,92.2315,/L,24.9646,76.8,99.0,62.805,263.344,286.777,-10.26352,Aur,66.182479,77.8731579,14.2038015,,,167.94941,-3.295049,,0.0,0.006,0.005,0.006,0.004,22.024,0.0,0.008,6.3781,5e-07,0.01,0.03,4.3e-05,182.6248,,24.9643,64.8493,13.7392,78.04788370725194
3200 Phaethon (1983 TB),2013-Feb-18 07:24:50.499,2456341.808917813,14.6,0.15,,,24.07853,21.9823,24.26033,22.04974,37.82867,1.563577,,,,,184675.1,120917.5,56.757,,999,,19.68,6.9,96.567,0.0001,220840.6,*,0.003201,,,,,242.14,0.0,,,52.1403,12.5968,2.381794206266,-2.3991721,2.69229211618692,21.5259544,22.391111,6.86231,29.74964,61.3446,/T,21.3568,36.2,54.4,97.2975,62.108,267.08,7.21389,Psc,67.185184,30.5492059,11.1264979,,,136.490702,-39.705463,,0.0,0.005,0.005,0.006,0.003,43.836,0.0,0.007,3.0751,4e-07,0.01,0.03,2.1e-05,182.6671,,21.3542,41.2222,12.0719,78.02093067601923
3200 Phaethon (1983 TB),2011-Sep-14 07:24:50.499,2455818.808917813,14.6,0.15,,,75.09535,37.08478,75.29935,37.10027,8.774472,11.87583,,,,,-346996.0,120928.1,307.485,,999,,19.25,7.0,95.332,0.0002,335174.8,*,0.004095,,,,,83.23,0.0,,,52.168,12.5869,2.381110088133,-2.4425994,2.10426944005423,-28.3695741,17.500675,6.87707,29.05205,93.1041,/L,24.9543,65.4,96.5,61.9428,263.148,286.7,-10.35665,Aur,66.182468,77.944988,14.275947,,,167.924877,-3.197825,,0.0,0.006,0.005,0.007,0.004,21.902,0.0,0.008,6.3627,5e-07,0.01,0.03,4.2e-05,182.7141,,24.9539,64.9258,13.7612,78.00924709188965
3200 Phaethon (1983 TB),2013-Feb-19 07:24:50.499,2456342.808917813,14.6,0.15,,,24.35172,21.99382,24.53364,22.06108,38.17242,1.845975,,,,,182470.9,119679.1,56.568,,999,,19.68,6.9,96.613,0.0001,218124.0,*,0.003186,,,,,242.05,0.0,,,52.2272,12.5685,2.380385479732,-2.4794893,2.70465282224314,21.2768612,22.493912,6.89437,29.77082,60.59,/T,21.2115,47.4,63.7,98.1973,62.017,267.335,7.24193,Psc,67.185203,30.7933714,11.0435468,,,136.807699,-39.63664,,0.0,0.005,0.005,0.006,0.003,43.715,0.0,0.007,3.0652,4e-07,0.01,0.03,2e-05,182.7564,,21.2088,41.387,12.0123,77.98229190643893
3200 Phaethon (1983 TB),2011-Sep-15 07:24:50.499,2455819.808917813,14.6,0.15,,,75.1646,37.1642,75.36888,37.17961,7.819627,11.92436,,,,,-350103.0,122595.3,307.624,,999,,19.23,7.0,95.338,0.0002,338338.3,*,0.004127,,,,,83.03,0.0,,,52.2549,12.5586,2.379676027209,-2.5229748,2.08787232943334,-28.4111702,17.364305,6.90961,29.03749,93.9829,/L,24.938,54.1,92.4,61.0802,262.943,286.618,-10.44835,Aur,66.182457,78.0103896,14.3491037,,,167.896153,-3.105388,,0.0,0.006,0.005,0.007,0.004,21.781,0.0,0.008,6.3465,5e-07,0.01,0.03,4.2e-05,182.8035,,24.9376,64.9991,13.7836,77.97060543359714
3200 Phaethon (1983 TB),2013-Feb-20 07:24:50.499,2456343.808917813,14.6,0.15,,,24.62737,22.00719,24.80942,22.07429,38.50948,2.121055,,,,,180274.3,118436.9,56.383,,999,,19.69,6.89,96.66,0.0001,215419.0,*,0.003172,,,,,241.96,0.0,,,52.3141,12.5401,2.378930342164,-2.5598972,2.71686862766897,21.0241973,22.595507,6.92738,29.79277,59.8386,/T,21.0635,58.7,72.4,99.0967,61.927,267.591,7.26787,Psc,67.185222,31.0404005,10.9617222,,,137.126194,-39.564179,,0.0,0.005,0.005,0.006,0.003,43.594,0.0,0.007,3.0556,4e-07,0.01,0.03,2e-05,182.8459,,21.0608,41.5533,11.9532,77.943716047947
3200 Phaethon (1983 TB),2011-Sep-16 07:24:50.499,2455820.808917813,14.6,0.15,,,75.22584,37.24394,75.4304,37.25927,6.841566,11.97195,,,,,-353225.0,124267.3,307.762,,999,,19.21,7.0,95.347,0.0002,341524.4,*,0.00416,,,,,82.82,0.0,,,52.3419,12.5302,2.37819551451,-2.6034425,2.07145306331199,-28.4462503,17.22775,6.94309,29.02253,94.8679,/L,24.9158,43.0,86.7,60.2174,262.731,286.53,-10.53854,Aur,66.182447,78.0692078,14.4232732,,,167.863162,-3.017864,,0.0,0.006,0.005,0.007,0.004,21.662,0.0,0.008,6.3293,5e-07,0.01,0.03,4.2e-05,182.8929,,24.9152,65.0691,13.8063,77.93195885166881
3200 Phaethon (1983 TB),2013-Feb-21 07:24:50.499,2456344.808917813,14.6,0.15,,,24.90546,22.02238,25.08764,22.0893,38.84016,2.388964,,,,,178084.9,117191.2,56.201,,999,,19.69,6.89,96.707,0.0001,212725.3,*,0.003158,,,,,241.87,0.0,,,52.4011,12.5116,2.377428740249,-2.6403988,2.72893750860975,20.7680952,22.695881,6.96132,29.8156,59.0904,/T,20.9129,70.2,80.4,99.9956,61.838,267.846,7.29176,Psc,67.185241,31.2902296,10.8810042,,,137.446083,-39.488114,,0.0,0.005,0.005,0.006,0.003,43.472,0.0,0.007,3.0463,4e-07,0.01,0.03,2e-05,182.9355,,20.9101,41.7211,11.8946,77.90513535852735
3200 Phaethon (1983 TB),2011-Sep-17 07:24:50.499,2455821.808917813,14.6,0.15,,,75.27884,37.32397,75.48371,37.33924,5.839585,12.01823,,,,,-356362.0,125943.7,307.899,,999,,19.19,6.99,95.357,0.0002,344733.5,*,0.004193,,,,,82.6,0.0,,,52.4289,12.5018,2.376668495827,-2.6840057,2.05501546063894,-28.4746195,17.091042,6.9775,29.00709,95.7593,/L,24.8873,32.3,79.7,59.3544,262.511,286.435,-10.62716,Aur,66.182438,78.1212816,14.498456,,,167.825829,-2.935385,,0.0,0.006,0.005,0.007,0.004,21.543,0.0,0.008,6.3113,5e-07,0.01,0.03,4.2e-05,182.9825,,24.8867,65.1358,13.8292,77.8933035015682
3200 Phaethon (1983 TB),2013-Feb-22 07:24:50.499,2456345.808917813,14.6,0.15,,,25.18593,22.03934,25.36823,22.10608,39.16479,2.649849,,,,,175902.4,115942.3,56.022,,999,,19.69,6.88,96.755,0.0001,210042.8,*,0.003144,,,,,241.79,0.0,,,52.4882,12.4831,2.375880618878,-2.7209972,2.74085751618816,20.5086818,22.795017,6.99618,29.83941,58.3452,/T,20.7596,81.9,87.4,100.894,61.749,268.101,7.3136,Psc,67.185259,31.5427973,10.8013729,,,137.767266,-39.408477,,0.0,0.005,0.005,0.006,0.003,43.35,0.0,0.006,3.0374,4e-07,0.01,0.03,2e-05,183.0252,,20.7567,41.8904,11.8366,77.86647810197094
